prediction_id,biological_instance_id,environment_id,predictor,fidelity_delta_cosine,continuous_risk,reliable_label,legacy_transportability_label,legacy_target_risk
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ppp6c__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ppp6c,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.12517887,0.4374106,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ccdc6__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ccdc6,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.036787517,0.48160625,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__eps8l1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__eps8l1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.0055111055,0.49724442,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__nbpf12__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__nbpf12,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.07919744,0.4604013,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__krt17__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__krt17,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.045184847,0.47740757,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__anapc15__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__anapc15,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.060599774,0.4697001,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__cenpt__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__cenpt,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.051849652,0.5259248,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__hsd17b10__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__hsd17b10,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.18446241,0.5922312,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fam136a__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fam136a,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.10873229,0.5543661,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__spc25__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__spc25,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.4955712,0.25221443,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fbxo42__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fbxo42,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.16332603,0.581663,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__bcar1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__bcar1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.008057533,0.5040288,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__lamtor1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__lamtor1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.09673219,0.45163393,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tfrc__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tfrc,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.20115754,0.6005788,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__twf1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__twf1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.10944085,0.4452796,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gab2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gab2,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.1297803,0.43510985,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__hscb__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__hscb,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.47571495,0.26214254,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__slc35g2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__slc35g2,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.1948363,0.40258187,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__clock__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__clock,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.122151956,0.438924,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__pcbp2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__pcbp2,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.10402955,0.55201477,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tpt1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tpt1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.16259892,0.41870052,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tacc3__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tacc3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.071727164,0.46413642,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__smg5__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__smg5,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.13986154,0.4300692,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__zdhhc7__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__zdhhc7,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2704988,0.36475062,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl35__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl35,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.0810975,0.45945126,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tfam__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tfam,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.11299462,0.55649734,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__control__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__control,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.0,0.5,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gtf3c4__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gtf3c4,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.24936603,0.37531698,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__rgpd6__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__rgpd6,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.22262776,0.6113139,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tmem214__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tmem214,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.10306291,0.44846857,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__cse1l__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__cse1l,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.54006606,0.229967,1,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tmem242__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tmem242,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.04090315,0.52045155,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fbxo42__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fbxo42,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.038286984,0.51914346,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__hsd17b10__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__hsd17b10,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.20708765,0.6035438,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ccdc6__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ccdc6,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.10132195,0.55066097,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tpt1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tpt1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.14263673,0.4286816,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mybl2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mybl2,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.12526959,0.43736517,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gfm1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gfm1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.019332632,0.49033368,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__anapc15__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__anapc15,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.19438502,0.5971925,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fam136a__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fam136a,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.100442894,0.44977856,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__eps8l1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__eps8l1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.050790608,0.5253953,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__slc1a5__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__slc1a5,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.14914836,0.5745742,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl36__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl36,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.028033853,0.5140169,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__poglut3__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__poglut3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.041963857,0.4790181,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__dnlz__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__dnlz,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.11773256,0.44113374,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ppp6c__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ppp6c,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.111098565,0.44445074,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tacc3__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tacc3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.17101368,0.41449314,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__pou5f1b__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__pou5f1b,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.11002949,0.44498527,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__krt17__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__krt17,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.04967783,0.47516108,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__c7orf26__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__c7orf26,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.0031923114,0.50159615,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__nbpf12__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__nbpf12,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.07345319,0.5367266,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gab2__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gab2,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.08925845,0.5446292,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tardbp__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tardbp,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.29003718,0.35498142,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__bcar1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__bcar1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.038511097,0.48074448,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__twf1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__twf1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.124858476,0.56242925,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__lamtor1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__lamtor1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.0192365,0.5096183,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__zdhhc7__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__zdhhc7,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.29292518,0.35353744,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__bcl2l1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__bcl2l1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.080314934,0.45984256,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ik__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ik,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2549085,0.37254572,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__clock__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__clock,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.0037586042,0.50187933,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__slc1a5__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__slc1a5,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.07836082,0.5391804,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__control__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__control,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.0,0.5,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__npepps__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__npepps,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.11885115,0.4405744,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl36__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl36,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.028378027,0.485811,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__twf1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__twf1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.017172601,0.5085863,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl35__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl35,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.13351314,0.43324345,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gtf3c4__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gtf3c4,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.29725367,0.3513732,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__eps8l1__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__eps8l1,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.035232995,0.4823835,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ppp6c__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ppp6c,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.15755261,0.4212237,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__poglut3__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__poglut3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.33355206,0.33322394,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fam136a__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fam136a,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,-0.029318292,0.51465917,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fbxo42__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fbxo42,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.012219419,0.4938903,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__nbpf12__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__nbpf12,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.11625043,0.4418748,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tfam__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tfam,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.0053086807,0.4973457,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ccdc78__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ccdc78,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.24143676,0.37928164,0,-1.0,
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ccdc6__mean-global__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ccdc6,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.012832796,0.49358362,0,-1.0,
